4.731771003513189910e-01,-3.868258963026000585e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.106837168847358943e-01,-1.533656559453052015e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.433882553834201490e+00,4.125564793838916167e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.580692139940788388e-01,-5.853979066183920832e-01,0.000000000000000000e+00,1.000000000000000000e+00
-5.689075730123572816e-01,-1.536770630436611773e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.123742822656660145e+00,-2.496435017903126941e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.493749112946442859e-01,1.882907156986794117e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.660310312645986608e+00,4.604072207954005291e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.318123948499716036e+00,7.812203655710765471e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.292833357419868205e-03,1.695559580132136146e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.514800009461383379e+00,-1.935085276705965862e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.404727741651575990e-01,4.201476204999728403e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.647794816050427880e+00,7.318000050219872765e-01,0.000000000000000000e+00,1.000000000000000000e+00
-5.114230051064587723e-01,-2.238734873764892441e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.451659451257818201e-01,5.674655856776785745e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.077487193991656378e-01,-1.145452443756640237e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.533691052067508664e+00,3.900079912259708514e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.064167301733252025e+00,-1.020410270680116360e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.179214305322911827e+00,-1.630423935518081180e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.518027530856915663e-01,1.650308583797648887e-01,0.000000000000000000e+00,1.000000000000000000e+00
-7.721359218857503093e-01,8.132652284224087813e-01,0.000000000000000000e+00,1.000000000000000000e+00
-9.292099145375365410e-01,3.965818661064153261e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.858526637144334748e+00,-5.756206114551695174e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.454762960133817229e+00,-2.846683887673214786e-01,0.000000000000000000e+00,1.000000000000000000e+00
