8.013001666727540551e-01,1.000000000000000000e+00,8.013001666727540551e-01
8.003797422341480949e-01,2.000000000000000000e+00,8.008399544534510195e-01
7.906958792188355511e-01,3.000000000000000000e+00,7.974585960419124930e-01
8.118019699373199005e-01,4.000000000000000000e+00,8.010444395157643172e-01
7.931513724192982284e-01,5.000000000000000000e+00,7.994658260964710994e-01
7.958802293942436323e-01,6.000000000000000000e+00,7.988682266460997994e-01
7.901611405551619560e-01,7.000000000000000000e+00,7.976243572045371710e-01
7.974679556923054413e-01,8.000000000000000000e+00,7.976048070155083991e-01
8.012761895779056953e-01,9.000000000000000000e+00,7.980127384113303579e-01
7.861663212623557495e-01,1.000000000000000000e+01,7.968280966964329526e-01
8.133130173144035302e-01,1.100000000000000000e+01,7.983267258435211566e-01
7.847013443758833473e-01,1.200000000000000000e+01,7.971912773878845337e-01
7.987264418670653177e-01,1.300000000000000000e+01,7.973093669632062008e-01
7.980806656340252436e-01,1.400000000000000000e+01,7.973644597254075927e-01
7.972022092497765833e-01,1.500000000000000000e+01,7.973536430270321551e-01
8.051211651653796819e-01,1.600000000000000000e+01,7.978391131606787923e-01
7.988395775278681610e-01,1.700000000000000000e+01,7.978979640058075917e-01
7.888535016867000982e-01,1.800000000000000000e+01,7.973954938769682865e-01
7.993542671071470762e-01,1.900000000000000000e+01,7.974985872048724334e-01
8.162062265975361663e-01,2.000000000000000000e+01,7.984339691745055978e-01
8.033327576793460878e-01,2.100000000000000000e+01,7.986672448175932137e-01
7.989136936154859203e-01,2.200000000000000000e+01,7.986784470356792509e-01
8.124177993388947971e-01,2.300000000000000000e+01,7.992758101792973857e-01
7.982011914841827815e-01,2.400000000000000000e+01,7.992310344003342726e-01
7.836863492824246435e-01,2.500000000000000000e+01,7.986092469956179718e-01
8.013093734641245636e-01,2.600000000000000000e+01,7.987130980136374347e-01
8.029463308107371855e-01,2.700000000000000000e+01,7.988698844135300181e-01
7.878648832111545541e-01,2.800000000000000000e+01,7.984768486563023071e-01
8.011086448473913046e-01,2.900000000000000000e+01,7.985676002490984526e-01
7.958487184969855743e-01,3.000000000000000000e+01,7.984769708573613567e-01
7.833226350122252102e-01,3.100000000000000000e+01,7.979881213139699003e-01
8.104182895390171781e-01,3.200000000000000000e+01,7.983765640710026590e-01
8.004168273466839567e-01,3.300000000000000000e+01,7.984383902308718195e-01
8.009234043060504682e-01,3.400000000000000000e+01,7.985114788801417340e-01
7.892302715171827243e-01,3.500000000000000000e+01,7.982463015269143369e-01
8.059893580477062169e-01,3.600000000000000000e+01,7.984613864302697595e-01
8.011380168810590119e-01,3.700000000000000000e+01,7.985337277938046041e-01
7.980076267175710836e-01,3.800000000000000000e+01,7.985198830286405203e-01
8.064028868233278358e-01,3.900000000000000000e+01,7.987220113310683489e-01
7.875304707598754783e-01,4.000000000000000000e+01,7.984422228167884494e-01
7.964192214506825573e-01,4.100000000000000000e+01,7.983928813200542596e-01
8.112664948767799311e-01,4.200000000000000000e+01,7.986993959285477729e-01
7.956079324554592436e-01,4.300000000000000000e+01,7.986275014291736030e-01
8.017704103359101220e-01,4.400000000000000000e+01,7.986989311770540390e-01
7.773127242365791556e-01,4.500000000000000000e+01,7.982236821339324662e-01
7.924063770014605490e-01,4.600000000000000000e+01,7.980972189788787530e-01
8.089983749698245186e-01,4.700000000000000000e+01,7.983291584680478614e-01
7.877386751800797837e-01,4.800000000000000000e+01,7.981085233995482975e-01
7.824135340973642494e-01,4.900000000000000000e+01,7.977882174954221695e-01
8.057239871092162220e-01,5.000000000000000000e+01,7.979469328876980239e-01
7.998426456916928329e-01,5.100000000000000000e+01,7.979841037269920223e-01
7.914299162497309137e-01,5.200000000000000000e+01,7.978580616601216313e-01
8.094111822207851192e-01,5.300000000000000000e+01,7.980760450669266426e-01
8.108903442490067448e-01,5.400000000000000000e+01,7.983133469036318708e-01
8.125693598431356079e-01,5.500000000000000000e+01,7.985725471388956942e-01
8.055506072262789141e-01,5.600000000000000000e+01,7.986971553547415059e-01
7.953652209759021208e-01,5.700000000000000000e+01,7.986387003656391093e-01
7.983120648805016595e-01,5.800000000000000000e+01,7.986330687193435862e-01
8.060156374870054430e-01,5.900000000000000000e+01,7.987581970035412260e-01
