9.345920542091583627e+00,1.017558244231499209e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.056071605476191166e+00,1.009064342734929065e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.196836912133136366e+00,-1.410010515875334880e+00,0.000000000000000000e+00,1.000000000000000000e+00
-3.219721748666731775e-01,1.036172549979953672e+01,1.000000000000000000e+00,0.000000000000000000e+00
9.162228099970620931e+00,-1.526936511874509295e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.257472173605847843e+00,-8.750974725628521966e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.069739848318409869e+01,-5.598348519472555740e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.108870761947368955e+01,-3.064999157404473817e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.063105984347541444e+01,-8.807664801135429711e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.689854631360441672e+00,-1.322849064917203665e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.022937825211162455e+01,-1.034135710903477529e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.152462885441639528e+01,-1.052369903405726337e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.084801156282946621e+01,1.183125783111983909e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.913573998761359363e+00,-2.087269958863820773e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.088152325848329660e+01,8.971371341910536756e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.341422667234196453e+00,2.347061588799452536e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.038588779234280324e+01,9.894207495582525436e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.395251971525015122e+00,4.792048280275035821e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.066323062978243996e+01,6.496875004917638252e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.222534875877361316e+00,-9.160761578976093222e-01,0.000000000000000000e+00,1.000000000000000000e+00
-9.929185386381854883e+00,4.333199948120710632e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.741082174265484284e+00,2.025386914208926470e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.216886540605318601e+01,-1.106316738945439360e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.087087038184506049e+01,-6.957068001048121175e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.903983033749703679e+00,-1.441035889512310431e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.137266534380700023e+00,1.109714092283990761e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.034292966765301003e+01,4.763926243249163583e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.509449169391976042e+00,-1.155758895735123498e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.735801547608978979e+00,8.707825012200230974e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.116636372772939367e+00,-3.216640639802351709e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.121869373921929380e+01,1.488134698203123385e+00,0.000000000000000000e+00,1.000000000000000000e+00
